Date,Open,High,Low,Close,Volume
2022.03.09,38475.68,42581.73,38474.26,41870.01,153917
2022.03.10,41874.05,42140.45,38523.26,39306.91,176519
2022.03.11,39328.5,40253.51,38217.95,38826.51,159210
2022.03.12,38841.5,39444.32,38641.79,39077.44,70770
2022.03.13,39080.5,39297.01,38340.53,38712.61,69681
2022.03.14,38713.11,39297.55,37519.42,38701.93,140860
2022.03.15,38699.93,39906.01,38094.76,39641.26,142386
2022.03.16,39639.26,41695.01,38813.76,41096.05,178549
2022.03.17,41097.55,41483.89,40493.72,40987.51,106037
2022.03.18,40986.01,42337.02,40145.71,41799.77,121736
2022.03.19,41799.77,42385.87,41503.6,42141.9,52604
2022.03.20,42141.9,42312.93,40909.52,41363.19,85129
2022.03.21,41357.76,41554.75,40476.76,41300.78,114978
2022.03.22,41300.78,43366.76,40864.27,42837.26,125531
2022.03.23,42850.51,42852.36,41726.08,42378.03,106291
2022.03.24,42385.03,44237.53,42324.51,44031.76,119208
2022.03.25,44032.26,45128.7,43566.51,44533.34,139209
2022.03.26,44533.15,44798.52,44075.57,44451.2,49444
2022.03.27,44451.7,46632.51,44371.3,46111.76,67951
2022.03.28,46051.5,48225.21,45835.21,47956.76,125314
2022.03.29,47957.01,48147.24,46887.01,47479.76,115081
2022.03.30,47477.01,47713.05,46503.42,47281.51,109721
2022.03.31,47281.49,47617.64,45486.57,45751.96,130947
2022.04.01,45747.51,46726.92,44204.36,46154.01,150563
2022.04.02,46153.76,47201.15,45594.18,46159.51,83261
2022.04.03,46160.5,46778.02,45531.52,46360.76,88166
2022.04.04,46335.5,47440.76,45105.25,46305.63,150216
2022.04.05,46284.51,47195.13,45459.46,45878.42,117167
2022.04.06,45878.26,46050.79,43176.48,43863.4,158549
2022.04.07,43876.5,44015.76,42704.42,43562.89,148975
2022.04.08,43547.01,43982.38,42397.01,42793.9,155090
2022.04.09,42793.9,42831.5,42099.04,42427.66,96650
2022.04.10,42426.5,43429.74,42395.01,43083.76,79471
2022.04.11,43080.01,43191.54,39456.01,39815.8,189180
2022.04.12,39835.5,40698.69,39174.01,39506.01,173108
2022.04.13,39501.76,41557.72,39474.49,41224.01,146305
2022.04.14,41226.51,41498.76,39533.78,39896.34,170678
2022.04.15,39895.5,40827.47,39757.17,40381.66,80815
2022.04.16,40401.5,40700.75,39994.51,40289.5,40570
2022.04.17,40290,40676.51,39797.51,40250.26,68032
2022.04.18,40254.5,41022.11,38527.22,40665.31,149915
2022.04.19,40669.5,41756.9,40571.87,41268.67,136866
2022.04.20,41290.5,42202.95,40851.76,41417.54,117850
2022.04.21,41417.54,42986.21,40515.32,40582.89,156922
2022.04.22,40587.14,40835.4,39140.19,39594.76,156662
2022.04.23,39609.01,39969.79,39267.21,39800,67955
2022.04.24,39801.5,39941.05,38901.01,39492.71,84744
2022.04.25,39501.5,40381.51,38169.51,40172.26,176253
2022.04.26,40177.5,40803.36,37676.76,38100.61,175302
2022.04.27,38102.95,39460.52,37672.26,39081.21,153481
2022.04.28,39104.5,40384,38863.55,39862.66,167191
2022.04.29,39862.69,39983.51,38149.23,38530.5,163420
2022.04.30,38553.01,38789.84,38186.5,38335,83986
2022.05.01,38337.51,38699.71,37365.24,38292.77,101796
2022.05.02,38327.5,39159.21,38032.07,38297.01,204247
2022.05.03,38297.01,38905.42,37491.31,37760.45,144000
2022.05.04,37756.45,40022,37607.54,39783.1,169114
2022.05.05,39798.5,39875.98,35574,36415.33,170597
2022.05.06,36450.5,36650.38,35223.01,36047.26,204242
2022.05.07,36041.86,36138.51,35691.43,35778.5,57712
2022.05.08,35780.5,35812.5,33641.76,34200.03,169767
2022.05.09,34234.5,34455.5,30294,30931.26,253187
2022.05.10,30931.51,32633.76,29704.79,30976.73,278676
2022.05.11,30976.73,32134.83,28099.31,28377.26,320370
2022.05.12,28379.51,30074.76,25276.76,28509.69,369806
2022.05.13,28630.01,30978.06,27918.76,29730.2,259966
2022.05.14,29730.48,30065.99,28543.74,29312.79,90506
2022.05.15,29364.5,31095.26,29314.59,30998.43,141954
2022.05.16,31036.5,31391.76,29024.7,29882.48,193785
2022.05.17,29881.2,30735.75,29379.07,30054.56,168456
2022.05.18,30069.5,30675.08,28690.05,29190.58,190492
2022.05.19,29185.51,30505.53,28592.56,30223.21,171902
2022.05.20,30221.71,30723.5,28688.11,29094.42,169106
2022.05.21,29094.42,29617.51,28888.99,29370.26,81944
2022.05.22,29381.5,30280.6,29206.93,29886.96,91385
2022.05.23,29899.5,30634.87,28998.33,29289.14,164094
2022.05.24,29307,29596.75,28608.19,29419.72,156567
2022.05.25,29417.44,30189.76,29289.25,29747.45,146972
2022.05.26,29743.5,29844.38,27953.01,29413.69,163288
2022.05.27,29427.5,29642.95,28234.68,28702.32,180579
2022.05.28,28714,29243.5,28479.4,28983.08,56595
2022.05.29,28997.5,29443.78,28801.6,29144.12,89031
2022.05.30,29144.12,31384.71,29115.12,31235.33,121643
2022.05.31,31235.83,32363.88,31190.83,31783.69,127247
2022.06.01,31786.34,31950.28,29321.25,29604.62,123327
2022.06.02,29607.76,30378.96,29488.93,30218.98,117583
2022.06.03,30218.99,30667.79,29254.8,29634.65,128337
2022.06.04,29634.58,29951.62,29462.27,29731.64,114971
2022.06.05,29731.75,30151.67,29512.92,29921.96,111863
2022.06.06,29921.95,31738.44,29791.69,31436.06,134105
2022.06.07,31432.8,31571.2,29192.13,31325.88,129903
2022.06.08,31320.42,31509.64,29822.84,30176.18,137895
2022.06.09,30176.19,30673.33,29915.53,30159.9,114862
2022.06.10,30159.9,30336.52,28820.41,29168.06,122999
2022.06.11,29166.09,29405.4,28076.02,28367.68,118424
2022.06.12,28367.94,28644.43,26859.48,27328.49,116908
2022.06.13,27328.49,27480.83,22577.56,23194.71,167897
2022.06.14,23194.72,23329.69,20803.79,21948.6,168604
2022.06.15,21948.61,22341.18,20058.09,21629.78,166939
2022.06.16,21632.14,22938.89,20466,20644.02,165546
2022.06.17,20648.28,21311.45,20193.71,20615.95,160809
2022.06.18,20618.19,20735.6,17585.06,17782.51,147996
2022.06.19,17773.25,20673.98,17735.13,20603.39,163784
2022.06.20,20611.12,21029.83,19611.23,20412.48,162377
2022.06.21,20415.07,21685.52,20230.39,20829.27,154798
2022.06.22,20829.55,21012.96,19741.47,19844.93,152151
2022.06.23,19844.91,21080.12,19802.12,20788.2,142789
2022.06.24,20788.24,21416.41,20647.78,21171.59,143745
2022.06.25,21171.62,21568.51,20890.25,21203.86,130116
2022.06.26,21203.86,21856.27,21113.07,21380.32,119370
2022.06.27,21380.32,21507.51,20494.23,20887.6,129781
2022.06.28,20887.58,21180.35,20168.62,20245.24,126882
2022.06.29,20243.28,20422.94,19825.2,20185.37,130471
2022.06.30,20188.91,20321.78,18611.11,18722.33,135300
2022.07.01,18722.34,20871.7,18690.48,19396.52,146593
2022.07.02,19396.52,19483.97,18954.53,19229.66,122441
2022.07.03,19229.67,19614.93,18725.54,19411.62,107520
2022.07.04,19410.86,20067.63,19028.08,19747.72,117165
2022.07.05,19747.7,20711.51,19269.7,20434.18,134688
2022.07.06,20432.64,20468.59,19741.37,20370.73,140311
2022.07.07,20370.73,21832.69,20233.15,21604.02,122390
2022.07.08,21604.03,22455.79,21168.63,21837.39,142142
2022.07.09,21837.39,21994.38,21304.91,21661.66,155506
2022.07.10,21661.66,21728.5,20632.2,20962.72,153666
2022.07.11,20963.15,21156.3,20251.18,20399.29,155304
2022.07.12,20399.32,20405.38,19256.59,19432.18,155508
2022.07.13,19432.22,20065.89,18891.31,19648.52,153642
2022.07.14,19648.51,20868.09,19606.37,20659.04,158942
2022.07.15,20659.56,21175.89,20362.68,20919.3,156029
2022.07.16,20919.32,21567.73,20468.57,21195.33,140501
2022.07.17,21195.3,21652.57,20817.43,20921.7,143988
2022.07.18,20921.71,22749.72,20743.82,21475.9,159899
2022.07.19,21475.92,23673.45,21436.26,23293.79,167536
2022.07.20,23293.79,24263.98,22905.07,23245.91,166637
2022.07.21,23248.51,23782.34,22335.13,23111.98,163925
2022.07.22,23112,23746.21,22500.42,22595.05,161536
2022.07.23,22595.06,22989.74,21941.59,22316.89,152498
2022.07.24,22316.89,22897.73,22215.2,22709.86,151348
2022.07.25,22709.86,23001.55,21554.21,22159.37,157086
2022.07.26,22159.32,22174.51,20715.65,20971.78,153681
2022.07.27,20971.75,23101.61,20816.7,22776.21,150458
2022.07.28,22776.82,24187.98,22580.42,24019.47,159084
2022.07.29,24019.47,24432.56,23434.47,23939.89,158660
2022.07.30,23940.58,24659.96,23644.56,23957.85,144325
2022.07.31,23957.82,24187.63,23390.74,23797.14,138758
2022.08.01,23797.14,23820.36,22850.1,23115.32,150416
2022.08.02,23118.95,23442.41,22655.71,23022.62,153179
2022.08.03,23023.88,23627.84,22684.3,23312.66,148042
2022.08.04,23312.74,23358.96,22393.23,22503.28,144559
2022.08.05,22503.29,23460.14,22439.24,22976.5,141541
2022.08.06,22976.5,23352.56,22975.29,23167.48,115352
2022.08.07,23167.48,23285.78,22841.99,23259.98,103393
2022.08.08,23259.99,24237.07,23056.82,24062.59,135903
2022.08.09,24062.58,24062.6,22864.25,23135.69,129289
2022.08.10,23135.69,24183.83,22656.35,23898.93,130152
2022.08.11,23895.82,24902.49,23776.69,24227.55,173829
2022.08.12,24228,24315.3,23585.25,24227.14,171027
2022.08.13,24227.64,24885.25,24046.25,24477.41,120278
2022.08.14,24451,25028.96,24145.89,24303.7,144989
2022.08.15,24280.5,25208.47,23870.74,24072.94,199996
2022.08.16,24072.94,24242,23655.75,23971.88,271267
2022.08.17,23971.88,24437.25,23168.21,23420,261102
2022.08.18,23419.75,23587.5,23221.54,23398.07,279711
2022.08.19,23398.07,23418.75,21135.6,21254.01,357198
2022.08.20,21254.51,21359.5,20775.04,20794.48,207619
2022.08.21,20795,21773.46,20744.5,21444.28,238648
2022.08.22,21445.78,21697.83,20882.37,21110.69,220698
2022.08.23,21110.69,21675,20882.25,21451.88,213957
2022.08.24,21469.04,21893.45,21141.5,21680.75,202960
2022.08.25,21682.25,21804,21297.75,21636.58,194815
2022.08.26,21635.08,21868.53,20525.77,20627.29,188254
2022.08.27,20627.29,20713.5,19793.38,19997.61,130144
2022.08.28,19998.42,20151.66,19796.75,19969.47,123779
2022.08.29,19962.47,20412.75,19505.82,20159.17,210290
2022.08.30,20165.51,20567,19528.28,19950.94,229540
2022.08.31,19950.94,20483.53,19739.25,20168.82,252282
2022.09.01,20174.48,20281.34,19547.25,20059.48,323382
2022.09.02,20059.98,20433,19746.25,19951.6,297895
2022.09.03,19957.68,20046.75,19637.88,19726.18,136018
2022.09.04,19712.5,19945.75,19576.25,19888.51,201542
2022.09.05,19877.5,20054.4,19626,19720.71,148797
2022.09.06,19722.62,20174.38,18646.53,18964.06,316118
2022.09.07,18967.75,19445.5,18518.76,19369.61,172365
2022.09.08,19358.61,19458,19005.25,19369.75,241036
2022.09.09,19352.5,21430.44,19244.5,21292.29,243592
2022.09.10,21292.29,21671.2,21114.5,21415.88,181557
2022.09.11,21405.5,21865.25,21346.69,21622.5,241374
2022.09.12,21624.5,22482.37,21440.25,22393.8,208467
2022.09.13,22390.8,22780.87,20035.56,20225.36,374313
2022.09.14,20225.36,20514.55,19600.54,19927.52,326595
2022.09.15,19927.52,20391.66,19475.55,19836.24,354883
2022.09.16,19837.74,19886.99,19316.95,19738.72,333086
2022.09.17,19738.72,20176.54,19685.5,20058.23,178317
2022.09.18,20061.5,20134.5,19548.95,19696.18,245241
2022.09.19,19696.18,19701.5,18248.87,19510.24,343303
2022.09.20,19511.74,19677.5,18704.81,18963,321528
2022.09.21,18963.75,19905,18671,18899.18,321335
2022.09.22,18899.18,19487.25,18127.39,19233.31,372146
2022.09.23,19223.31,19511.12,18518.06,18827.16,347023
2022.09.24,18842.16,19395,18780.38,19125.75,191648
2022.09.25,19118.25,19174.25,18798.59,18898.79,216398
2022.09.26,18887.79,19304.5,18614.75,19100.76,278440
2022.09.27,19100.76,20372.09,18808.25,19060.37,386455
2022.09.28,19060.47,19650.03,18452.87,19557.81,329747
2022.09.29,19558.31,19762.98,18835.06,19501.75,322620
2022.09.30,19507.25,20174.75,19132.25,19411.39,234232
2022.10.01,19411.39,19459.5,19151.01,19241.25,81692
2022.10.02,19231,19387.25,19026.46,19211.55,131104
2022.10.03,19223.75,19643,18910.98,19581.51,283984
2022.10.04,19575.31,20451.05,19487,20329.73,296709
2022.10.05,20326.23,20400.75,19732.75,19971.74,255053
2022.10.06,19971.74,20439,19865.75,20042.25,324305
2022.10.07,20037.29,20059.25,19310.83,19532.45,227820
2022.10.08,19532.45,19616.24,19408,19439.08,91260
2022.10.09,19449.08,19551.25,19209.75,19475.15,105749
2022.10.10,19466.65,19522,19082.17,19231,266732
2022.10.11,19224.58,19261.5,18843.73,19010.75,222282
2022.10.12,19014.56,19192.5,18962.89,19157.75,191941
2022.10.13,19157.8,19499.22,18143.75,19378.5,134239
2022.10.14,19376.62,19938.79,19104.11,19162.85,169052
2022.10.15,19157.11,19214.25,19033.5,19083.79,70649
2022.10.16,19071.5,19422.16,18961.75,19325.04,114381
2022.10.17,19329.04,19677,19098.19,19524.63,181907
2022.10.18,19521.13,19703.5,19088,19366.77,182447
2022.10.19,19363.77,19375.75,19065.5,19191.74,185409
2022.10.20,19199.24,19341.75,18888.56,19033.1,215029
2022.10.21,19033,19251.5,18658.18,19178.5,148764
2022.10.22,19178,19256.51,19097.8,19219.13,59169
2022.10.23,19216,19523,19069.5,19498.85,78612
2022.10.24,19494.75,19699.25,19155.25,19382.5,171190
2022.10.25,19384.75,20421.25,19236.5,20187.75,191289
2022.10.26,20187.5,21022.44,19997,20750.75,213548
2022.10.27,20751,20913,20246.4,20399.3,180494
2022.10.28,20400,20757.9,19989.5,20628.96,184970
2022.10.29,20624.99,21073.51,20558.08,20851.25,105244
2022.10.30,20855.01,20938,20557.75,20687.18,107395
2022.10.31,20687.68,20836.75,20232.5,20400.25,190491
2022.11.01,20400.25,20688.5,20317.75,20447.5,139104
2022.11.02,20449.84,20807.71,20052.49,20147,155162
2022.11.03,20147.25,20388,20031.25,20256.5,142519
2022.11.04,20257.75,21301.78,20158.12,21156.8,152028
2022.11.05,21156.65,21477.25,21080.5,21328.72,108762
2022.11.06,21329.72,21366.1,21113.75,21119.9,140435
2022.11.07,21119.92,21183.67,20592,20679.46,160749
2022.11.08,20679.46,20681.5,16936.61,18676.33,326937
2022.11.09,18719.01,18742.5,15580,15690,356926
2022.11.10,15692.25,18121.75,15533.58,17724.5,471511
2022.11.11,17804.5,17809,16322.68,16741,429299
2022.11.12,16754.25,17076.77,16587.27,16812.5,218445
2022.11.13,16813,16927.33,16208.32,16355.27,178572
2022.11.14,16351.27,17156.81,15783.54,16366.87,272489
2022.11.15,16364.87,17096.68,16316.88,16885.75,458888
2022.11.16,16882,16986.65,16354.7,16533.72,341911
2022.11.17,16528.1,16743.87,16397.57,16676.12,294793
2022.11.18,16664.51,16981.84,16532.36,16634.02,203248
2022.11.19,16634.12,16705,16533,16663.88,98315
2022.11.20,16654.5,16799.07,16186.77,16254.17,223457
2022.11.21,16254.38,16331.31,15443.42,15633.58,277401
2022.11.22,15633.43,16292.02,15592.51,16101.2,390637
2022.11.23,16100.45,16684.25,16085,16468.37,358669
2022.11.24,16464.51,16793.25,16436.38,16538.75,166255
2022.11.25,16539.5,16620.75,16328.75,16486.78,133432
2022.11.26,16485.5,16685.75,16411.75,16507,79989
2022.11.27,16497.5,16584.5,16370.88,16563.03,78448
2022.11.28,16575.5,16585.25,15994.5,16191.21,139030
2022.11.29,16187.5,16537.25,16093.5,16451.46,145711
2022.11.30,16444.81,17147,16415.25,17104.44,208616
2022.12.01,17101.51,17293.91,16862.28,16925.8,148413
2022.12.02,16925.3,17102.75,16776.15,17013,118072
2022.12.03,17012.92,17152.35,16886.5,16942.27,93310
2022.12.04,16942.28,17155.25,16863.52,17111.69,115468
2022.12.05,17108.5,17430.67,16863.25,16971.05,199648
2022.12.06,16967,17098.75,16908,16988.55,145235
2022.12.07,16988.29,17136.75,16683.25,16827.84,177789
2022.12.08,16827.54,17302.25,16728.2,17186.48,154013
2022.12.09,17185.73,17345,17049.22,17110.22,122717
2022.12.10,17103,17219.01,17100.5,17122.43,31945
2022.12.11,17116.5,17268.25,17089.25,17114.81,53134
2022.12.12,17113.31,17211,16876.61,17162.88,96490
2022.12.13,17168.5,17983.5,17074.75,17752.09,176993
2022.12.14,17751.6,18369.96,17663.28,17821.35,211432
2022.12.15,17821.59,17865.63,17307.5,17385.07,174745
2022.12.16,17384.51,17528.25,16728.64,16820.77,195788
2022.12.17,16820.51,16840.74,16517.81,16712.6,161445
2022.12.18,16713.04,16796.19,16657.5,16740.64,162314
2022.12.19,16740.65,16837.69,16485.04,16572.57,173982
2022.12.20,16564.5,17050.25,16239.25,16867.78,190248
2022.12.21,16867.78,16918.5,16720.66,16778.67,250750
2022.12.22,16778.88,16859.45,16548,16784.39,238256
2022.12.23,16784.4,16926.41,16722.4,16796.75,151786
2022.12.24,16809.5,16809.5,16809.5,16809.5,1
2022.12.27,16826.5,16963.25,16576.75,16678.56,177585
2022.12.28,16678.45,16764.75,16447.25,16507.31,122791
2022.12.29,16514.5,16644.25,16455.75,16583.37,153341
2022.12.30,16587.5,16654.75,16320.46,16572.51,136279
2022.12.31,16572.45,16572.45,16572.44,16572.44,2
2023.01.02,16589.97,16780,16537,16737.75,68160
2023.01.03,16739.84,16761.75,16589.54,16653.21,102142
2023.01.04,16653.51,16980.63,16631.59,16808.88,196870
2023.01.05,16808.91,16870.25,16741,16833.09,128570
2023.01.06,16831.5,17024.75,16655.5,16919.75,143096
2023.01.07,16920.18,16979.11,16892.14,16927.46,31569
2023.01.08,16927.45,17010.25,16904.23,16950.53,64629
2023.01.09,16945.5,17393.75,16937.49,17168.42,146637
2023.01.10,17170.92,17487.25,17120,17459.97,138959
2023.01.11,17460.17,17577.92,17306.25,17550.82,177306
2023.01.12,17542.5,19114.79,17509.67,18812.93,245192
2023.01.13,18817.93,19902.12,18707.75,19794.18,153994
2023.01.14,19784.51,21395.5,19726.59,20890.96,207448
2023.01.15,20886,21069,20553.77,20895.59,171529
2023.01.16,20881.5,21456,20602.91,21115.53,178498
2023.01.17,21123.5,21620.53,20837.51,21307.41,160776
2023.01.18,21292.51,21645.62,20387.24,20758.64,169958
2023.01.19,20761.5,21182.25,20614.5,20915.3,155209
2023.01.20,20909.5,22439.42,20855.04,22304.39,183065
2023.01.21,22304.39,23360.4,22289.5,23170.87,172989
2023.01.22,23166.75,23189.58,22300.59,22571.2,216030
2023.01.23,22570.7,23171,22491,22984.27,162179
2023.01.24,22987.27,23160,22686,22891.25,140629
2023.01.25,22887.75,23714.97,22318.44,23573.75,174986
2023.01.26,23567.5,23807.62,22805.78,23066.18,176004
2023.01.27,23066.18,23504.76,22521.8,23074.65,154895
2023.01.28,23074.65,23188.25,22855.51,22987.81,87499
2023.01.29,22977.5,23958.25,22955.98,23775.51,189963
2023.01.30,23775.51,23875.75,22539.95,22735.2,185575
2023.01.31,22732.2,23215,22473.85,22931.22,156882
2023.02.01,22935.22,23791.12,22749.58,23673.58,153528
2023.02.02,23653.5,24248.73,23380.25,23421,180327
2023.02.03,23406.75,23711.25,23199.25,23375,159845
2023.02.04,23356.51,23556.01,23249.5,23406.83,45700
2023.02.05,23383.5,23444.75,22747.63,22894.21,82959
2023.02.06,22868.5,23144.87,22627.51,22911.72,120145
2023.02.07,22884.51,23338.8,22631.92,23187.5,145711
2023.02.08,23177.5,23439.63,22663.75,22943.01,145119
2023.02.09,22935.5,23006.75,21674.75,21838.84,173599
2023.02.10,21841.84,21947.96,21453.99,21529.39,152326
2023.02.11,21518.5,21837.54,21500.48,21816.78,89449
2023.02.12,21801.5,22082.21,21696.04,21722.75,87893
2023.02.13,21723.75,21892,21355.25,21619.11,188020
2023.02.14,21583.5,22323.5,21525.5,22243.75,182218
2023.02.15,22222.5,24331.37,22041.42,24168.74,161212
2023.02.16,24155.01,25244.65,24114.09,24521.14,213376
2023.02.17,24506.5,25022.18,23328.15,24480.41,233261
2023.02.18,24480.41,24871.44,24051.93,24609.13,102273
2023.02.19,24593.01,25182,24253.06,24534.35,175350
2023.02.20,24534.35,25112.71,23825.6,24761.37,325336
2023.02.21,24734.5,25258.69,24140.03,24179.69,220456
2023.02.22,24186.69,24475.25,23568,23794.57,366117
2023.02.23,23794.57,24593.5,23603.71,23856.16,331207
2023.02.24,23859.66,24124.48,22823.99,23082.65,283370
2023.02.25,23084.65,23209.75,22736.28,22927.33,133494
2023.02.26,22929.51,23679.97,22899.83,23546.89,221941
2023.02.27,23533.5,23888.5,23110.72,23372.7,293925
2023.02.28,23362.5,23587,23014.25,23131.41,262972
2023.03.01,23136.5,23990,23015.25,23545.54,257819
2023.03.02,23541.5,23790.25,23181.75,23400.11,265526
2023.03.03,23403.5,23543.96,21959.9,22227.66,187517
2023.03.04,22227.66,22402.25,22150,22206.11,68432
2023.03.05,22187.5,22649.75,22177.2,22471.81,106796
2023.03.06,22465.51,22592.75,22249.98,22395.26,116639
2023.03.07,22381.5,22544.25,21918.06,22041,157649
2023.03.08,22038.51,22271.25,21821.91,21991.25,197228
2023.03.09,21996.5,21999.5,20014.47,20208.96,206625
2023.03.10,20203.96,20481.5,19535.12,20079.34,178900
2023.03.11,20084.51,20865.5,19862.09,20497.87,152915
2023.03.12,20397.5,21563.55,20386.5,21262.63,137893
2023.03.13,21262.68,24497.51,21086.08,24088.28,149975
2023.03.14,24088.27,26469.06,23927.12,24538.08,151624
2023.03.15,24538.09,25188.22,23889.3,24420.82,149291
2023.03.16,24418.47,25157.53,24113.45,24890.84,140344
2023.03.17,24890.88,27223.27,24813.53,27081.38,150867
2023.03.18,27081.34,27745.63,26547.99,27178.02,135600
2023.03.19,27177.96,28372.16,26785.5,27953.89,128274
2023.03.20,27953.89,28461.1,27113.76,27971.68,150575
2023.03.21,27971.98,28444.47,27280.42,27980.38,143798
2023.03.22,27980.38,28856.85,26581.23,27064.8,110883
2023.03.23,27063.76,28755.94,26947.45,28149.47,97555
2023.03.24,28149.48,28421.97,26950.55,27303.88,104829
2023.03.25,27303.17,27772.62,27124.01,27381.12,77650
2023.03.26,27380.44,28168.41,27361.29,27748.57,61037
2023.03.27,27749.22,28117.85,26474.37,27008.5,89014
2023.03.28,27009.33,27483.37,26598.17,27279.87,91698
2023.03.29,27283.95,28628.42,27071.12,28363.9,97954
2023.03.30,28363.9,29162.94,27661.46,28117.27,100143
2023.03.31,28117.11,28647.07,27488.04,28362.48,93411
2023.04.01,28362.67,28809.5,28177.92,28419.99,66290
2023.04.02,28419.89,28529.88,27823.75,28026.94,63493
2023.04.03,28026.98,28499.84,27387.19,27553.33,96335
2023.04.04,27553.15,28419.1,27152.69,28216.57,90862
2023.04.05,28216.65,28761.71,27768.64,28122.57,84423
2023.04.06,28122.6,28210.73,27674.21,27952.6,73130
2023.04.07,27952.59,28080.85,27742.18,27839.44,49729
2023.04.08,27839.44,28137.34,27829.84,27882.21,37235
2023.04.09,27882.22,28255.27,27761.06,28091.11,44474
2023.04.10,28091.11,29275.68,28087.83,29094.28,65466
2023.04.11,29094.31,30548.07,29064.68,30135.22,86175
2023.04.12,30135.19,30458.14,29609.7,29921.45,74627
2023.04.13,29921.36,30600.64,29762.15,30220.73,70561
2023.04.14,30220.73,31018.36,29930.66,30417.09,83430
2023.04.15,30417.1,30582.95,30175.32,30255.06,39181
2023.04.16,30255.05,30544.12,30090.42,30320.66,39286
2023.04.17,30320.69,30385.95,29206.9,29422.2,58308
2023.04.18,29422.2,30462.9,29071.13,30389.35,65254
2023.04.19,30401.84,30423.51,28911.24,29209.65,79781
2023.04.20,29209.68,29217.71,27971.62,28178.14,95006
2023.04.21,28178.14,28353.82,27158.01,27250.29,87721
2023.04.22,27249.36,27764,27092.83,27607.68,51621
2023.04.23,27607.67,27858.83,27286.55,27477.98,57763
2023.04.24,27478.01,27983.14,26915.74,27430.62,78565
2023.04.25,27430.63,28021.14,27162.07,27945.62,67914
2023.04.26,27945.53,30000.59,27188.13,28383.98,98943
2023.04.27,28388.89,29872.55,28055.73,29594.65,118872
2023.04.28,29594.56,29761.08,28857.43,29307.72,99348
2023.04.29,29307.78,29424.67,28988.02,29191.42,54342
2023.04.30,29194.04,29932.85,29057.09,29299.77,60758
2023.05.01,29299.76,29454.79,27634.02,27650.37,89929
2023.05.02,27649.49,28859.95,27641.53,28646.25,85958
2023.05.03,28646.29,28789.28,28066.47,28487.81,84826
2023.05.04,28487.85,29362.48,28487.43,28842.75,86084
2023.05.05,28842.72,29664.2,28716.19,29473.09,85801
2023.05.06,29467.16,29821.22,28321,28770.05,78493
2023.05.07,28770.1,29120.5,28612.92,28886.99,65673
2023.05.08,28886.84,28931.28,27234.93,27513.44,94140
2023.05.09,27509.56,27793.71,27321.48,27620.37,75712
2023.05.10,27620.38,28280.75,26659.3,27831.59,76452
2023.05.11,27832.26,27843.68,26674.27,26966.02,87179
2023.05.12,26966.02,27063.42,25764.59,26408.93,86218
2023.05.13,26408.93,27030.98,26408.93,26876.26,58244
2023.05.14,26876.72,27181.67,26544.64,26912.48,51455
2023.05.15,26912.49,27632.9,26683.91,27320.9,50062
2023.05.16,27322.9,27356.9,26815.5,26924.9,27234
2023.05.17,26919.9,27442.9,26510.9,27312.9,31175
2023.05.18,27312.9,27479.9,26317.9,26691.9,32266
2023.05.19,26690.9,27154.9,26598.9,26802.9,23934
2023.05.20,26798.9,27125.9,26795.9,26982.9,8039
2023.05.21,26982.9,27258.9,26737.9,26810.9,11395
2023.05.22,26809.9,27076.9,26482.9,26862.9,19731
2023.05.23,26862.9,27493.9,26765.9,27188.9,21865
2023.05.24,27186.9,27226.9,26042.9,26372.87,29351
2023.05.25,26374.87,26605.87,25832.87,26459.77,24007
2023.05.26,26454.85,26906.87,26299.69,26717.87,27079
2023.05.27,26716.87,26822.87,26510.87,26725.87,7253
2023.05.28,26726.87,27729.51,26701.87,27527.87,16687
2023.05.29,27532.87,28419.87,27495.87,27651.87,26489
2023.05.30,27647.87,28016.87,27516.87,27726.87,22409
2023.05.31,27728.87,27814.87,26811.87,27078.87,24965
2023.06.01,27080.87,27329.87,26581.87,26831.87,22328
2023.06.02,26830.87,27260.87,26460.87,27143.87,23631
2023.06.03,27140.87,27313.87,26988.87,27035.87,8153
2023.06.04,27037.87,27271.87,26882.87,27215.87,7363
2023.06.05,27208.87,27442.87,25342.87,25606.87,37789
2023.06.06,25604.87,27199.87,25309.87,26918.87,38220
2023.06.07,26920.87,27367.87,26203.87,26333.87,42550
2023.06.08,26334.87,26782.87,26095.87,26606.87,24362
2023.06.09,26608.87,26749.87,26231.87,26425.87,18794
2023.06.10,26426.87,26507.87,25314.87,25723.87,40659
2023.06.11,25724.87,26181.87,25603.87,26093.87,19292
2023.06.12,26094.87,26111.87,25583.87,25868.87,28567
2023.06.13,25864.87,26400.87,25690.87,25816.87,31698
2023.06.14,25817.87,26075.87,24781.87,24892.87,23845
2023.06.15,24896.87,25582.87,24765.87,25540.87,36342
2023.06.16,25539.87,26484.87,25132.87,26377.87,35867
2023.06.17,26381.87,26880.87,26153.87,26513.87,21857
2023.06.18,26513.87,26682.87,26325.87,26443.87,15654
2023.06.19,26444.87,27054.87,26213.87,26694.87,25708
2023.06.20,26696.87,28222.87,26621.87,28129.87,41048
2023.06.21,28132.87,30802.87,28043.87,29960.87,64115
2023.06.22,29958.87,30470.87,29482.87,30125.87,45259
2023.06.23,30121.87,31453.51,29774.87,30874.87,46811
2023.06.24,30874.87,30898.87,30210.01,30486.87,29184
2023.06.25,30483.87,31024.87,30241.87,30342.87,28233
2023.06.26,30346.87,30645.87,29887.87,30130.87,37204
